-2.787073492892773105e-02,3.386071203111801209e-01,-8.298642912429994578e-02,-9.778191551037052065e-02,-2.430706091712015737e-01,-8.995771487115841736e-02,3.292179735687401076e-01,-1.337899080167453958e-01,1.209808186679417474e-01,3.198116089814351803e-01,-3.703224521121495361e-01,-1.169539625988955528e-01,1.436266826684002851e-01,-4.117615966570943586e-02,-3.175392050667805166e-01,-5.492195764569842570e-02,-5.152529238539880867e-03,-3.586076565479502654e-02,2.789885109953456066e-01,1.316414728247521093e-01,4.130672660591012124e-01,2.410408885478402541e-01,4.046568310346425612e-01,5.564521467950867689e-02,-2.560213999556308906e-01,-2.073204020804350067e-01,-1.767343576024331953e-01,-2.997615465515505173e-01,5.273916848694826243e-01,-1.583038097135128653e-03,4.164765191331154526e-01,1.022335314550376212e-01,3.323990504719679939e-01,-1.886823019362994791e-01,2.269130898230024562e-01,3.029198112121208042e-01,-2.576264899937109609e-01,-1.989999668835082114e-01,1.301697361456989610e-01,2.551715768145176866e-01,1.561548173041525100e-01,1.084426148396228778e-01,2.084752221025560071e-01,5.275775390507309731e-02,-4.740414432468069428e-02,3.736299214854774120e-02,3.555495375730726715e-01,8.316245916115647119e-02
2.178787247937956917e-01,1.622219702873451963e-01,2.856100650486106396e-01,-7.968044381764410877e-02,-1.203514233945845308e-01,-3.094404116651454650e-01,1.239241721300069904e-01,6.043011683772845505e-02,4.027085387751412893e-01,2.441083015271205414e-01,-4.121459271010965431e-01,-1.351478782549023483e-01,3.557560638513157514e-01,-1.784746013383819441e-01,-2.222482238406249810e-01,7.151982906904735815e-02,2.664810311109725577e-02,-4.025008629568942453e-01,3.414853917781437986e-01,2.237276883561538920e-01,2.946947950775065106e-01,3.385486010269505575e-01,1.494568868714380994e-01,-2.671931967423081256e-01,-1.204287367975885037e-01,-1.042333560066102671e-01,-2.751204373443464357e-01,-4.802322423016116004e-01,-2.377501644181721496e-01,-2.047414150062377425e-01,8.473261947813334749e-02,3.839642998078215963e-01,2.915849442933823865e-01,-2.944606696584121108e-01,1.491290810552122273e-02,8.751265419116292799e-02,-6.008571127021267166e-01,-2.640149331444643921e-01,3.340758205797311753e-01,-7.129373552221128507e-02,-1.014084893103411184e-01,-2.139589788650659574e-01,4.205523549275010098e-02,6.151564300109421124e-01,3.480804302716956067e-01,-2.700481049039327730e-01,8.994372984764667511e-02,1.261123493041243215e-01
1.229143002713974503e-01,-3.980570492467391808e-01,-1.448052468664313419e-01,6.037267886981247805e-02,3.305857975939280324e-01,2.686371017069987821e-01,8.188366772129522519e-02,3.848518388385183120e-01,-5.641071885807018294e-02,-3.561405318788210539e-01,3.743860813708143054e-01,2.035263868941086796e-01,-1.775541339782054362e-01,2.778540272532027955e-01,2.357539578044069717e-01,2.944779869582981324e-01,-4.393426624662112590e-02,3.244420209148753398e-01,-2.664263901326653916e-01,3.477971858037840619e-02,-3.097659081546287330e-01,-3.549445030576059423e-01,-5.105563476437464665e-01,-9.853251976272313362e-02,3.766685232926545446e-01,2.416004105118262912e-01,4.106042048056386395e-01,2.285885499669809695e-01,-2.711931907938345265e-01,5.681424868456718125e-01,-3.623498887942634417e-01,-3.096210694248611173e-01,-6.247325017406193393e-01,3.585763363812987659e-01,-7.789188865263851902e-02,-7.850845990392504858e-02,4.873185999356082765e-01,4.201949430173936850e-01,-6.838924964638085635e-01,-3.198252687468870481e-01,1.803064351008968336e-01,1.498513518679247813e-01,-1.787750827253454244e-01,-5.094754645870668286e-01,1.620556462244364948e-01,7.334377613288863007e-02,-4.898340268898001559e-01,1.424232410869936960e-01
-2.402920456032122676e-01,-9.026056073120662937e-01,1.290048808021473058e-02,5.813430336516780400e-02,7.532952017185263749e-01,7.999772673683578361e-01,2.708300589468245687e-02,9.116188942956506835e-01,-3.963784986311212344e-01,-9.922114567713156141e-01,8.547638519543577784e-01,1.904504500215439822e-01,-2.172088883228924239e-01,5.600944221311650040e-01,8.473152208134365759e-01,3.125041943762356667e-01,-9.754751085674701061e-02,7.650369827140804935e-01,-8.489816124031402955e-01,-1.486763569317826605e-01,-9.201314800986710729e-01,-5.879607582969537116e-01,-8.908186386324753459e-01,-4.246899759391656315e-02,9.190650621239593310e-01,9.173238936861893844e-01,8.907468109800857903e-01,3.405664924299778851e-01,-8.851518947642478263e-01,7.180781388142737365e-01,-9.319591002491917076e-01,-6.991180780223464897e-01,-8.520418422473869935e-01,6.672049698573911947e-01,1.307356735420564693e-02,6.163626967609588114e-02,9.796145594063103701e-01,7.749445104581212940e-01,-8.227946217886756841e-01,-9.791659561924067612e-01,2.587423201723718647e-01,1.816370848336605337e-01,1.760039878407010372e-01,-1.175980426617417196e+00,-2.059615497813596374e-01,2.564386265709474033e-01,-8.312626491699279807e-01,1.007789231646780831e-01
1.732151492067708631e-01,-7.370149695303493953e-01,-8.233112873322748215e-02,2.920852869806607743e-01,8.428843470776062885e-01,6.074947132293674334e-01,7.995068431476180446e-03,7.353846680176957529e-01,-1.578584070866024258e-01,-7.163233242502999865e-01,7.331401567667235053e-01,6.142387665736398494e-02,-4.132188414060358195e-01,4.202681189626053526e-01,8.548457851117274853e-01,2.913668460733404020e-01,1.622587703846424256e-01,7.388591127653856283e-01,-7.056567989089400639e-01,-2.740897560819603451e-01,-7.714180394390817153e-01,-7.675232254720465441e-01,-7.424714299718124799e-01,9.405430782162312042e-02,7.746102629581796961e-01,5.948926571542348940e-01,5.505901994303150637e-01,1.167571407476898915e-01,-6.108902884298009761e-01,7.791984951738138987e-01,-7.825247324346669142e-01,-8.662189488276594851e-01,-9.044118097752291696e-01,7.373714735234918605e-01,3.633932450777174750e-02,-8.185238255703181781e-03,1.031491488118606581e+00,7.765900911035908960e-01,-6.380353954547596240e-01,-7.781056539926671789e-01,-4.845820253443442610e-02,1.532003471188824462e-01,-2.744525950139636156e-02,-1.090582223534594331e+00,-9.145977327183256456e-02,2.250459853314903946e-01,-7.972684706568462509e-01,3.557175044717967860e-01
-1.037392847177746324e-01,-1.704070970915599892e-01,-1.137311806649081991e-01,-4.858550987915698921e-02,3.344376873281212220e-02,3.690270571835056052e-02,2.240085945243178167e-01,3.311385827306420060e-01,-6.614532810000396668e-02,-1.623662850853158646e-01,2.892951128381466841e-01,4.086423277373098066e-03,-2.206936356816351918e-01,-2.427532151060403376e-02,1.098457112046642842e-01,1.768033037394877438e-01,7.139100930402611511e-02,1.534323571123768770e-01,-1.599931434650396778e-01,7.420478603136722306e-02,-1.083919976891105641e-01,-1.246121640191378138e-01,-2.228980730382059960e-01,1.122698974057166899e-01,2.859274028195196160e-01,2.458144551594771132e-01,1.952838543057825449e-01,1.877069259420318659e-01,-1.747146268213901898e-01,1.910465848660762300e-01,-1.370642068213047404e-01,-1.991243625977953957e-01,-1.005878106777997882e-01,2.496537555464092839e-01,2.582261666623424101e-02,2.663834264070977925e-02,2.167082553540640721e-01,1.347851816746334919e-01,-2.189036665385154720e-02,-1.710917918183955666e-01,1.140168814823491888e-01,1.325807428841849489e-01,-1.438761428415911113e-02,-3.991059436711748010e-01,-8.374922509399115866e-02,1.302656186225848722e-01,-2.258560176403302810e-01,-5.362514288826066011e-02
1.119335125565741329e-01,-5.811459849066837741e-02,-1.178887440976619655e-01,7.370077310655479691e-03,-7.791487978892501498e-02,1.123241236273654284e-02,-1.223755982576833767e-02,-7.388780338847905638e-02,1.122988102133810895e-02,-4.121091165653507221e-02,-6.538475817790795341e-02,-7.377096746816912132e-02,2.865710666147969210e-02,-3.180962983080500017e-02,3.660523255005006943e-02,2.411142972511358673e-01,9.096492456769238177e-02,-5.691572095899657263e-02,1.028327975905072161e-01,-7.186965330953390407e-02,-2.967423585633090916e-02,-6.626225757829715124e-02,7.418389044191393833e-02,-1.241828597490254316e-01,-8.188624801420275878e-02,-7.116239643568546269e-02,-1.447306778139768879e-02,1.229907485886264605e-02,2.396986090307195137e-03,1.294319104443873714e-01,1.195235922023336617e-01,-1.986540095471082124e-01,-2.474805841006446627e-01,-2.254976677807113070e-02,-5.172085647566084660e-02,4.984551463475107858e-02,1.757268458648053311e-01,2.636672761992855246e-02,-4.593774081327087894e-02,-9.399595648219410959e-02,3.029170405564197283e-02,-3.049050860542860605e-02,-1.970055606610444932e-01,-5.689670755361785244e-03,6.574922988449521943e-02,-4.707543770999201432e-02,3.246734496499600192e-02,1.115908271930269313e-01
-7.801897571199424564e-02,-2.626610082242264999e-01,-6.652802114989977977e-02,2.453009368425072001e-01,3.026357354089087570e-01,3.551472639375248819e-01,6.712561334186763207e-02,3.991928701277590030e-01,-2.472878842605069072e-01,-3.805639166254636829e-01,3.730374379646489436e-01,2.904270128918420291e-01,-3.551651327578771999e-01,3.279715664374930895e-01,2.307661372373856767e-01,1.360924023092144608e-01,-5.913710200380254550e-02,5.298465369516909274e-01,-2.709804642163614607e-01,1.288063952143569668e-01,-2.900863047044023313e-01,-4.553375217368790251e-01,-2.512227726885224444e-01,-5.478479555831926306e-02,4.387256219645258026e-01,3.443333941449570612e-01,1.686206820857267807e-01,1.859806260009937429e-01,-5.872741086957854462e-01,5.071899909206583068e-01,-4.064419024855380758e-01,-5.342642780843358530e-01,-1.316498638179409431e-01,2.148786946631415229e-01,-9.398283037173826848e-03,2.013469592671300601e-01,4.403629580314858405e-01,3.651677338873495215e-01,-3.724584956429460303e-01,-3.296152788639446496e-01,-1.135472924582803245e-02,1.364760511782798502e-01,2.110400114414008876e-01,-4.926552972915213546e-01,-1.955647967292983846e-01,2.438400101923803576e-01,-2.145514395536805841e-01,1.292889597911636712e-01
1.424659818631576758e-01,-2.780629290366483652e-01,4.884378244192830870e-02,-1.974308983027031270e-02,1.924300263662254429e-01,3.446514284874887535e-01,-6.718927112358527576e-02,-8.793782677177718055e-02,-7.745637481815945136e-02,-1.387319586586505636e-02,2.376157197629497064e-01,-9.688356891882162272e-03,4.051543176539791624e-02,1.396573229359067414e-01,1.826104361930286080e-01,1.806011774876661868e-01,-4.699747218770880530e-02,1.238395980347396924e-01,-2.403165186587903068e-01,1.199896558929768459e-01,-1.562165670893462532e-01,-4.960965237519634335e-02,-1.139197644081016564e-01,-1.338118549405758195e-01,3.068431712440447545e-02,-8.355206664029047464e-03,-8.364298526789614580e-03,5.412267574867251491e-02,7.510840005208983816e-02,-6.491821201808520292e-02,-2.712225260556527795e-01,-1.284237603497405122e-01,-1.365626663286286131e-02,3.092785844590558164e-01,5.787493348350217226e-02,8.042779107969767749e-02,8.873488130186102385e-02,7.338883867209405887e-02,-2.767114889628078944e-01,-4.766677341594600936e-02,-2.663871212998688946e-03,-1.474537193572329208e-01,-2.312667797534925275e-03,-3.723704002921781608e-01,1.267392517076649516e-01,-5.088769049943606126e-02,-6.062358561664338980e-02,1.582501490101641817e-01
3.766352273586425631e-02,-9.426853268375501305e-01,-2.388134873373227302e-02,9.404169829413434618e-04,5.900917990171176131e-01,8.444194453665653244e-01,6.208463136181908287e-02,7.096614002671854937e-01,-4.563083981817464552e-01,-7.602986833243559062e-01,8.978607381488291628e-01,2.292342453000764668e-01,-4.043284408627480508e-01,5.207070940901848966e-01,7.648990443089956903e-01,2.398472301190068545e-01,-2.316545428003834867e-02,8.333571191261571753e-01,-7.729485896976557857e-01,3.742716687596604318e-03,-8.978140441001909444e-01,-6.683104595013420468e-01,-7.648032571552492165e-01,4.002076014105752227e-02,7.682303928697989948e-01,7.004736023643635123e-01,5.497942599121985463e-01,2.609699738654696066e-01,-8.037375354316605991e-01,8.663056229209366021e-01,-8.760813455819025375e-01,-9.649164755152817019e-01,-8.240568029218250379e-01,6.374309056349062308e-01,1.151729352943444140e-01,-3.533431463154779358e-03,1.051076879646299478e+00,7.402998955681413529e-01,-7.193570305583031343e-01,-8.111174814147122936e-01,1.981775553653816191e-01,-9.337782124336465803e-03,-1.979497814066235456e-02,-1.262105978521634642e+00,-1.597380904639172372e-01,2.860183306573242379e-01,-7.108406871073845723e-01,9.595507420871686455e-02
